New England Patriots,13,3,0,.813,513,342,171,10.7,-1.4,9.3,9.4,-0.1,AFC East,divwin,2011
New York Jets,8,8,0,.500,377,363,14,0.9,0.0,0.9,1.2,-0.3,AFC East,missed,2011
Miami Dolphins,6,10,0,.375,329,313,16,1.0,-0.1,0.9,-2.2,3.2,AFC East,missed,2011
Buffalo Bills,6,10,0,.375,372,434,-62,-3.9,0.5,-3.4,1.2,-4.5,AFC East,missed,2011
Baltimore Ravens,12,4,0,.750,378,266,112,7.0,-0.9,6.1,2.6,3.5,AFC North,divwin,2011
Pittsburgh Steelers,12,4,0,.750,325,227,98,6.1,-0.8,5.3,-0.8,6.0,AFC North,wildcard,2011
Cincinnati Bengals,9,7,0,.563,344,323,21,1.3,-0.9,0.5,0.7,-0.2,AFC North,wildcard,2011
Cleveland Browns,4,12,0,.250,218,307,-89,-5.6,0.2,-5.4,-7.2,1.8,AFC North,missed,2011
Houston Texans,10,6,0,.625,381,278,103,6.4,-1.9,4.5,1.4,3.2,AFC South,divwin,2011
Tennessee Titans,9,7,0,.563,325,317,8,0.5,-1.5,-1.0,-2.2,1.2,AFC South,missed,2011
Jacksonville Jaguars,5,11,0,.313,243,329,-86,-5.4,-0.3,-5.6,-7.1,1.4,AFC South,missed,2011
Indianapolis Colts,2,14,0,.125,243,430,-187,-11.7,0.4,-11.3,-6.0,-5.3,AFC South,missed,2011
Denver Broncos,8,8,0,.500,309,390,-81,-5.1,-0.2,-5.3,-3.6,-1.7,AFC West,divwin,2011
San Diego Chargers,8,8,0,.500,406,377,29,1.8,-0.9,0.9,2.7,-1.8,AFC West,missed,2011
Oakland Raiders,8,8,0,.500,359,433,-74,-4.6,-0.3,-4.9,0.2,-5.1,AFC West,missed,2011
Kansas City Chiefs,7,9,0,.438,212,338,-126,-7.9,-0.2,-8.1,-10.2,2.1,AFC West,missed,2011
New York Giants,9,7,0,.563,394,400,-6,-0.4,2.0,1.6,3.1,-1.5,NFC East,divwin,2011
Philadelphia Eagles,8,8,0,.500,396,328,68,4.3,0.5,4.7,3.1,1.7,NFC East,missed,2011
Dallas Cowboys,8,8,0,.500,369,347,22,1.4,0.3,1.6,0.7,0.9,NFC East,missed,2011
Washington Redskins,5,11,0,.313,288,367,-79,-4.9,0.8,-4.1,-4.3,0.2,NFC East,missed,2011
Green Bay Packers,15,1,0,.938,560,359,201,12.6,-1.2,11.4,11.5,-0.1,NFC North,divwin,2011
Detroit Lions,10,6,0,.625,474,387,87,5.4,0.6,6.1,6.9,-0.8,NFC North,wildcard,2011
Chicago Bears,8,8,0,.500,353,341,12,0.8,0.9,1.7,-1.5,3.1,NFC North,missed,2011
Minnesota Vikings,3,13,0,.188,340,449,-109,-6.8,1.1,-5.7,-1.6,-4.1,NFC North,missed,2011
New Orleans Saints,13,3,0,.813,547,339,208,13.0,-1.6,11.4,10.6,0.8,NFC South,divwin,2011
Atlanta Falcons,10,6,0,.625,402,350,52,3.3,0.3,3.5,1.8,1.7,NFC South,wildcard,2011
Carolina Panthers,6,10,0,.375,406,429,-23,-1.4,0.1,-1.3,2.6,-3.9,NFC South,missed,2011
Tampa Bay Buccaneers,4,12,0,.250,287,494,-207,-12.9,2.3,-10.6,-4.0,-6.6,NFC South,missed,2011
San Francisco 49ers,13,3,0,.813,380,229,151,9.4,-1.1,8.3,1.7,6.6,NFC West,divwin,2011
Arizona Cardinals,8,8,0,.500,312,348,-36,-2.3,0.0,-2.2,-1.7,-0.5,NFC West,missed,2011
Seattle Seahawks,7,9,0,.438,321,315,6,0.4,0.4,0.8,-0.5,1.3,NFC West,missed,2011
St. Louis Rams,2,14,0,.125,193,407,-214,-13.4,2.9,-10.4,-8.4,-2.1,NFC West,missed,2011
